trial_id,gesture_label,gesture_name,repeat_index,stage,sample_index,sample_time_s,raw_ch0,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,filtered_ch0,filtered_ch1,filtered_ch2,filtered_ch3,filtered_ch4,filtered_ch5,filtered_ch6,filtered_ch7,activity
power_01,1,POWER,1,active,21,36.034660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-1195.89414791,294.60120351,-448.04723672,52.61803823,-27.23713926,-593.32262359,-1251.63616507,571.21106490,554.32095240
power_01,1,POWER,1,active,22,36.036660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-413.56659303,102.20983758,-153.13231046,20.56712552,-6.71639433,-202.01162388,-433.03956361,196.78823214,191.00396007
power_01,1,POWER,1,active,23,36.038660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,47.27985223,-11.03213542,20.22038923,1.23834618,4.83221082,27.73798696,49.23520894,-23.36054996,23.11708497
power_01,1,POWER,1,active,24,36.040660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,184.36516024,-44.90465947,71.29687124,-5.17780947,7.53562562,95.21483153,192.73555116,-88.78513881,86.25195594
power_01,1,POWER,1,active,25,36.042660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,487.61822018,-119.58501061,184.90635183,-18.50835792,14.42360717,245.82150813,510.13492736,-233.63756952,226.82944409
power_01,1,POWER,1,active,26,36.044660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,824.65326984,-202.52529608,311.55848766,-32.83470960,22.64368012,413.88746989,862.83035894,-394.79675110,383.21625291
power_01,1,POWER,1,active,27,36.046660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,1407.13487676,-345.80938849,530.94769976,-56.94222522,37.60266152,705.21577384,1472.32469678,-673.57790002,653.69440280
power_01,1,POWER,1,active,28,36.048660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,2074.45534972,-509.82427187,782.61482668,-84.12681903,55.23429269,1039.41293825,2170.56131178,-992.94514148,963.64686894
power_01,1,POWER,1,active,29,36.050660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,2616.44088503,-643.04858680,987.14279417,-106.05359277,69.75102480,1310.98390083,2737.63470571,-1252.41548583,1215.43387199
power_01,1,POWER,1,active,30,36.052660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,2921.45692522,-717.99635758,1102.23582232,-118.40273928,77.91792896,1463.68774531,3056.77623626,-1398.36367376,1357.10467859
power_01,1,POWER,1,active,31,36.054660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,2780.06307802,-683.24208010,1048.84736942,-112.73546373,74.10184708,1392.57265357,2908.83602542,-1330.59697837,1291.37443696
power_01,1,POWER,1,active,32,36.056660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,2255.63197847,-554.39578319,850.75421930,-91.78732881,59.78811472,1129.26165186,2360.14194788,-1079.43986006,1047.65011054
power_01,1,POWER,1,active,33,36.058660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,1445.73886272,-355.40186175,544.85296654,-59.40209611,37.69631717,722.81806504,1512.77705579,-691.60613123,671.28666954
power_01,1,POWER,1,active,34,36.060660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,562.94424780,-138.52437215,211.41778591,-24.10182453,13.60409527,279.92580023,589.13355000,-268.93946660,261.07389281
power_01,1,POWER,1,active,35,36.062660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-146.66024954,35.80701108,-56.58703873,4.29830509,-5.74971358,-75.93351762,-153.30818527,70.76850977,68.63906634
power_01,1,POWER,1,active,36,36.064660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-549.88603934,134.87245433,-208.78419063,20.55846439,-16.62105478,-277.86370974,-575.20861811,263.71564021,255.93877144
power_01,1,POWER,1,active,37,36.066660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-584.41872005,143.36974807,-221.64869809,22.17348513,-17.31905346,-294.68043252,-611.36508306,280.09849972,271.88421501
power_01,1,POWER,1,active,38,36.068660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-348.71468583,85.50514513,-132.34869642,13.10549213,-10.49424288,-175.82401563,-364.79058921,167.09078021,162.23420593
power_01,1,POWER,1,active,39,36.070660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-14.97968190,3.57232591,-5.97185623,0.18064847,-0.90864804,-7.80262281,-15.65289340,7.16237578,7.02888157
power_01,1,POWER,1,active,40,36.072660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,228.80817798,-56.24745272,86.42369435,-9.15651790,6.22268393,114.97064040,239.38070338,-109.64538777,106.35690730
power_01,1,POWER,1,active,41,36.074660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,238.21398820,-58.48861989,90.23509341,-9.19545516,6.88073082,119.98617955,249.19619893,-114.18236953,110.79732944
power_01,1,POWER,1,active,42,36.076660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-10.22409203,2.59789273,-3.45131617,0.93589292,0.34132983,-4.55086695,-10.74843262,4.78073000,4.70381916
power_01,1,POWER,1,active,43,36.078660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-437.14058074,107.50701349,-164.66129572,18.06055173,-11.24011062,-218.76706487,-457.41735877,209.22103915,203.00187689
power_01,1,POWER,1,active,44,36.080660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-878.45025285,215.92192321,-331.40091773,35.63979660,-23.36330591,-440.26796945,-919.13691921,420.54602067,408.09088820
power_01,1,POWER,1,active,45,36.082660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-1157.39137012,284.42678245,-436.85984324,46.66580853,-31.13535101,-580.29223770,-1210.97239465,554.10791050,537.73146227
power_01,1,POWER,1,active,46,36.084660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-1156.09679200,284.07586690,-436.46414612,46.49531183,-31.25440645,-579.64787480,-1209.60934062,553.46242628,537.13827062
power_01,1,POWER,1,active,47,36.086660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-854.99237201,210.07454816,-322.78371153,34.39332663,-23.12514559,-428.51013151,-894.57064422,409.24888400,397.21234546
power_01,1,POWER,1,active,48,36.088660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-347.90296116,85.48383699,-131.24002926,14.13306965,-9.27695802,-173.98271914,-364.02284905,166.40939509,161.55647729
power_01,1,POWER,1,active,49,36.090660,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,199.04420939,-48.88148810,75.40268115,-7.66441829,5.73505864,100.52291764,208.22350755,-95.49350337,92.62097302
power_01,1,POWER,1,active,50,36.054301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,607.08875088,-149.10882436,229.58939708,-23.89723448,16.97878225,305.25932338,635.14173340,-290.85324675,282.23966157
power_01,1,POWER,1,active,51,36.056301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,751.14658871,-184.47946799,284.03362415,-29.61704812,20.97511404,377.43589419,785.86446681,-359.77886290,349.16638336
power_01,1,POWER,1,active,52,36.058301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,606.42085425,-148.91283867,229.33862758,-23.87162267,16.99549944,304.61653538,634.44997017,-290.40865111,281.87682491
power_01,1,POWER,1,active,53,36.060301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,252.71122740,-62.02141015,95.64064419,-9.85766788,7.20486793,126.88603867,264.38916875,-120.97255279,117.46044722
power_01,1,POWER,1,active,54,36.062301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-156.49385369,38.48533109,-59.06581235,6.31441965,-4.18050106,-78.67816639,-163.73133813,75.01583400,72.74565704
power_01,1,POWER,1,active,55,36.064301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-454.73667814,111.71956134,-171.86761622,18.04143347,-12.55690573,-228.49249221,-475.75716452,217.84046262,211.37653928
power_01,1,POWER,1,active,56,36.066301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-525.36981592,129.03492521,-198.66147023,20.71665298,-14.67074404,-263.99064811,-549.64846411,251.64634589,244.21738331
power_01,1,POWER,1,active,57,36.068301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-343.86156925,84.41652509,-130.14973983,13.40012565,-9.79939912,-172.86429762,-359.74093868,164.69789819,159.86631168
power_01,1,POWER,1,active,58,36.070301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,14.76197475,-3.69560746,5.33774229,-0.89791008,0.02720913,7.20537416,15.46845651,-7.06301253,6.80716086
power_01,1,POWER,1,active,59,36.072301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,407.59328644,-100.19153737,153.80456039,-16.48799991,10.88379764,204.45445989,426.46342272,-195.19063956,189.38371299
power_01,1,POWER,1,active,60,36.074301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,679.56868483,-166.98182643,256.64389654,-27.21893440,18.48169804,341.02026560,711.01052785,-325.42481391,315.79383095
power_01,1,POWER,1,active,61,36.076301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,723.17077909,-177.66294497,273.20269212,-28.84685760,19.81929416,362.91842678,756.62221966,-346.28239074,336.06570064
power_01,1,POWER,1,active,62,36.078301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,518.79688130,-127.43041502,196.04507959,-20.62878999,14.30890041,260.31069566,542.79139955,-248.38629934,241.08730761
power_01,1,POWER,1,active,63,36.080301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,140.75202665,-34.54705263,53.22751747,-5.54751331,3.95954861,70.51170818,147.26079635,-67.33160986,65.39222163
power_01,1,POWER,1,active,64,36.082301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-272.11197158,66.87314702,-102.78879278,10.86535358,-7.41892761,-136.75696597,-284.69618886,130.37979916,126.48639332
power_01,1,POWER,1,active,65,36.084301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-569.98092519,140.02978515,-215.38382882,22.66329911,-15.68707958,-286.27359143,-596.33800590,273.00302288,264.91994226
power_01,1,POWER,1,active,66,36.086301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-648.59838285,159.31936236,-245.14060888,25.72712765,-17.93898326,-325.69596324,-678.58844598,310.61718519,301.45325742
power_01,1,POWER,1,active,67,36.088301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-487.56169598,119.73991562,-184.32485276,19.27703334,-13.57093427,-244.78852597,-510.10305257,233.46269431,226.60358810
power_01,1,POWER,1,active,68,36.090301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,-156.26914721,38.34799805,-59.14187193,6.09674790,-4.46153883,-78.40551669,-163.49060989,74.78499636,72.62480336
power_01,1,POWER,1,active,69,36.092301,-36131.58000000,8882.73000000,-13618.17000000,1482.57000000,-943.06500000,-18077.26500000,-37806.75000000,17288.95500000,214.21893195,-52.65699195,80.88923858,-8.59471907,5.79067587,107.64062264,224.12749439,-102.64497916,99.57045670
power_01,1,POWER,1,active,70,36.094301,-36144.22500000,8882.23500000,-13651.11000000,1449.04500000,-982.89000000,-18131.26500000,-37818.13500000,17299.75500000,477.97531576,-118.53934691,171.93862692,-29.49190898,0.98770925,225.39421310,500.64496159,-227.48130572,219.05667353
power_01,1,POWER,1,active,71,36.096301,-36147.64500000,8886.69000000,-13644.90000000,1457.95500000,-973.12500000,-18119.88000000,-37820.88000000,17301.55500000,538.81588564,-133.40792898,188.99595565,-39.16454167,-5.83734630,245.90508210,565.09549694,-255.14199139,246.54552858
power_01,1,POWER,1,active,72,36.098301,-36147.78000000,8890.33500000,-13635.00000000,1471.09500000,-957.33000000,-18104.26500000,-37820.43000000,17300.74500000,388.07805322,-92.28780281,152.13388563,-8.62510237,18.57718757,203.88712642,406.84435832,-185.63697169,182.00881100
power_01,1,POWER,1,active,73,36.100301,-36149.85000000,8892.72000000,-13624.56000000,1484.05500000,-941.71500000,-18090.18000000,-37821.64500000,17297.59500000,80.74112156,-15.67295008,49.08693774,19.68321933,29.34114195,69.92892985,84.62963341,-41.84385163,48.86597319
power_01,1,POWER,1,active,74,36.102301,-36149.26500000,8900.05500000,-13605.25500000,1507.23000000,-914.80500000,-18065.11500000,-37824.97500000,17296.87500000,-266.24196269,68.79858777,-83.74875455,30.77178348,16.67713112,-110.17604569,-279.76915430,123.84590357,122.50366540
power_01,1,POWER,1,active,75,36.104301,-36147.91500000,8902.17000000,-13598.28000000,1516.50000000,-903.64500000,-18058.81500000,-37824.57000000,17298.18000000,-508.88784976,129.99427027,-171.84941022,45.17102071,14.95830293,-227.19875436,-536.06366683,242.19892757,234.54027533
power_01,1,POWER,1,active,76,36.106301,-36146.65500000,8900.05500000,-13605.88500000,1508.22000000,-913.05000000,-18073.08000000,-37822.32000000,17300.25000000,-560.35703588,137.68339000,-208.06547462,28.21917590,-8.54203448,-278.02978079,-588.19096729,270.16559343,259.90668155
power_01,1,POWER,1,active,77,36.108301,-36142.47000000,8900.23500000,-13611.60000000,1499.08500000,-924.12000000,-18085.99500000,-37820.74500000,17303.17500000,-401.93254497,93.95838984,-165.89729609,-0.18569727,-30.23829235,-224.05988521,-420.82399900,195.84689262,191.61787467
power_01,1,POWER,1,active,78,36.110301,-36143.14500000,8894.97000000,-13623.39000000,1483.60500000,-942.34500000,-18103.27500000,-37819.35000000,17303.71500000,-93.41843234,17.85926787,-51.55473149,-16.89116880,-27.48770023,-70.36812922,-98.82989620,48.01715282,53.05330987
power_01,1,POWER,1,active,79,36.112301,-36146.56500000,8885.52000000,-13645.98000000,1458.18000000,-972.04500000,-18130.23000000,-37817.10000000,17301.42000000,240.54163989,-70.12218570,66.34935857,-40.91307686,-30.30450025,89.65656838,255.02662389,-116.04219732,113.61951886
power_01,1,POWER,1,active,80,36.114301,-36147.01500000,8883.81000000,-13652.91000000,1449.13500000,-982.84500000,-18135.90000000,-37817.28000000,17301.19500000,480.64325080,-129.98387589,157.83397655,-49.10557726,-21.81314227,216.23853934,508.25544332,-234.56743317,224.80515483
power_01,1,POWER,1,active,81,36.116301,-36134.19000000,8888.71500000,-13637.92500000,1462.81500000,-968.13000000,-18112.90500000,-37808.50500000,17300.16000000,544.07220837,-134.76372747,199.94447280,-28.89642248,5.61857228,272.59176594,568.83950569,-261.01642819,251.96788790
power_01,1,POWER,1,active,82,36.118301,-36129.55500000,8892.40500000,-13626.00000000,1476.40500000,-952.38000000,-18095.13000000,-37804.45500000,17299.48500000,404.45594972,-92.21447628,164.81755069,-0.62714153,27.76292495,224.15946542,419.90818807,-191.13812538,190.63547776
power_01,1,POWER,1,active,83,36.120301,-36141.66000000,8897.31000000,-13620.33000000,1490.04000000,-936.76500000,-18085.99500000,-37817.37000000,17301.96000000,107.41353874,-19.45818216,57.84155220,18.00076035,28.84198924,80.10417931,110.97209965,-51.95520681,59.32343856
power_01,1,POWER,1,active,84,36.122301,-36145.80000000,8901.49500000,-13603.99500000,1510.20000000,-911.92500000,-18064.30500000,-37822.18500000,17299.98000000,-223.93913882,60.15198078,-64.83755273,32.43006098,22.91594259,-86.03840851,-234.78463636,102.97809671,103.50947718
power_01,1,POWER,1,active,85,36.124301,-36139.23000000,8908.02000000,-13591.21500000,1523.61000000,-895.72500000,-18054.45000000,-37818.63000000,17305.83000000,-447.16925481,116.63872623,-147.54381436,42.68133149,18.60832167,-200.22230175,-469.08614369,212.97940439,206.86616230
power_01,1,POWER,1,active,86,36.126301,-36139.59000000,8905.41000000,-13598.55000000,1516.18500000,-905.40000000,-18067.86000000,-37817.68500000,17307.00000000,-495.37887406,127.17500577,-179.02215235,29.89611851,-0.93056437,-246.67065410,-519.23062374,241.95342325,230.03217702
power_01,1,POWER,1,active,87,36.128301,-36144.22500000,8897.04000000,-13613.26500000,1498.77000000,-924.61500000,-18088.38000000,-37820.97000000,17302.41000000,-364.03020614,85.46432266,-147.62737673,2.23015138,-23.96629322,-202.98274784,-379.11806159,173.82731112,172.40580884
power_01,1,POWER,1,active,88,36.130301,-36143.14500000,8893.62000000,-13624.65000000,1483.42500000,-941.80500000,-18104.89500000,-37819.44000000,17302.81500000,-92.80093536,13.57854685,-52.65485544,-19.52161983,-28.33567526,-73.02061993,-94.36333310,38.86386761,51.64243167
power_01,1,POWER,1,active,89,36.132301,-36145.26000000,8885.38500000,-13644.76500000,1459.17000000,-969.70500000,-18132.16500000,-37818.31500000,17302.14000000,211.37659796,-58.85577843,59.57899012,-34.54231598,-23.69552137,76.64898544,223.40759212,-102.11749230,98.77790921
power_01,1,POWER,1,active,90,36.134301,-36148.95000000,8880.75000000,-13654.75500000,1447.96500000,-982.89000000,-18139.86000000,-37818.99000000,17298.94500000,425.61145836,-112.33169070,140.80226088,-41.95582281,-17.46157996,188.46500657,449.17920231,-205.98449212,197.72393921
power_01,1,POWER,1,active,91,36.136301,-36142.15500000,8890.11000000,-13641.39000000,1463.58000000,-965.92500000,-18115.96500000,-37814.26500000,17304.93000000,478.12475258,-118.14886784,175.47214859,-24.96404497,5.48371457,239.30567643,502.20424486,-229.35343500,221.63211061
power_01,1,POWER,1,active,92,36.138301,-36135.49500000,8896.86000000,-13627.53000000,1478.61000000,-950.71500000,-18101.88000000,-37812.42000000,17305.83000000,354.41824341,-74.44108998,147.08797990,4.87199200,29.03487693,199.30713497,367.14375746,-160.74431384,167.13117356
power_01,1,POWER,1,active,93,36.140301,-36145.98000000,8892.94500000,-13623.84000000,1487.20500000,-940.00500000,-18093.55500000,-37823.58000000,17297.50500000,90.90772974,-14.06114139,50.27659202,17.70655735,24.92587849,65.98981100,90.42600788,-41.48950581,49.47290296
power_01,1,POWER,1,active,94,36.142301,-36147.28500000,8899.33500000,-13605.79500000,1509.39000000,-913.45500000,-18069.39000000,-37827.04500000,17297.10000000,-205.88287262,51.49819876,-61.21844727,28.02606469,17.85531274,-80.49504441,-217.78923197,91.02839704,94.22419619
power_01,1,POWER,1,active,95,36.144301,-36147.60000000,8898.88500000,-13600.62000000,1516.09500000,-904.32000000,-18065.65500000,-37825.15500000,17296.56000000,-408.33032826,105.16810276,-135.99713786,38.69928053,15.98997598,-180.90008169,-428.19284154,194.59705978,188.48435105
power_01,1,POWER,1,active,96,36.146301,-36144.31500000,8898.57000000,-13605.79500000,1510.11000000,-911.29500000,-18077.62500000,-37823.76000000,17300.11500000,-452.72409232,113.55417921,-165.91523168,25.18522120,-3.35008760,-225.65145160,-473.35073917,220.45571482,210.02333970
